/home/workspace/CarND-Behavioral-Cloning-P3/mydata/IMG/center_2019_11_26_01_49_03_486.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/mydata/IMG/left_2019_11_26_01_49_03_486.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/mydata/IMG/right_2019_11_26_01_49_03_486.jpg,0,1,0,30.19028
/home/workspace/CarND-Behavioral-Cloning-P3/mydata/IMG/center_2019_11_26_01_49_03_556.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/mydata/IMG/left_2019_11_26_01_49_03_556.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/mydata/IMG/right_2019_11_26_01_49_03_556.jpg,-0.15,1,0,30.18426
/home/workspace/CarND-Behavioral-Cloning-P3/mydata/IMG/center_2019_11_26_01_49_03_638.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/mydata/IMG/left_2019_11_26_01_49_03_638.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/mydata/IMG/right_2019_11_26_01_49_03_638.jpg,-0.35,1,0,30.16368
/home/workspace/CarND-Behavioral-Cloning-P3/mydata/IMG/center_2019_11_26_01_49_03_714.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/mydata/IMG/left_2019_11_26_01_49_03_714.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/mydata/IMG/right_2019_11_26_01_49_03_714.jpg,-0.2286594,1,0,30.18935
/home/workspace/CarND-Behavioral-Cloning-P3/mydata/IMG/center_2019_11_26_01_49_03_789.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/mydata/IMG/left_2019_11_26_01_49_03_789.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/mydata/IMG/right_2019_11_26_01_49_03_789.jpg,-0.003008366,1,0,30.18668
/home/workspace/CarND-Behavioral-Cloning-P3/mydata/IMG/center_2019_11_26_01_49_03_866.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/mydata/IMG/left_2019_11_26_01_49_03_866.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/mydata/IMG/right_2019_11_26_01_49_03_866.jpg,0,1,0,30.18969
/home/workspace/CarND-Behavioral-Cloning-P3/mydata/IMG/center_2019_11_26_01_49_03_970.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/mydata/IMG/left_2019_11_26_01_49_03_970.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/mydata/IMG/right_2019_11_26_01_49_03_970.jpg,0,1,0,30.1903
/home/workspace/CarND-Behavioral-Cloning-P3/mydata/IMG/center_2019_11_26_01_49_04_048.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/mydata/IMG/left_2019_11_26_01_49_04_048.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/mydata/IMG/right_2019_11_26_01_49_04_048.jpg,0,1,0,30.19032
/home/workspace/CarND-Behavioral-Cloning-P3/mydata/IMG/center_2019_11_26_01_49_04_125.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/mydata/IMG/left_2019_11_26_01_49_04_125.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/mydata/IMG/right_2019_11_26_01_49_04_125.jpg,0,1,0,30.19031
/home/workspace/CarND-Behavioral-Cloning-P3/mydata/IMG/center_2019_11_26_01_49_04_198.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/mydata/IMG/left_2019_11_26_01_49_04_198.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/mydata/IMG/right_2019_11_26_01_49_04_198.jpg,0,1,0,30.19028
